,0.00,-123.00,-189.00
737,0.00,-30.00,-664.00
744,0.00,-41.00,664.00
751,0.00,-45.00,474.00
759,0.00,-54.00,759.00
766,0.00,-52.00,-189.00
773,0.00,-56.00,189.00
781,0.00,-62.00,284.00
788,0.00,-62.00,0.00
795,0.00,-66.00,284.00
803,0.00,-72.00,379.00
810,0.00,-75.00,379.00
817,0.00,-76.00,379.00
825,0.00,-79.00,189.00
832,0.00,-79.00,-189.00
839,0.00,-80.00,94.00
847,0.00,-96.00,1044.00
854,0.00,-90.00,0.00
861,0.00,-88.00,-284.00
869,0.00,-88.00,0.00
876,0.00,-93.00,284.00
883,0.00,-88.00,-474.00
891,0.00,-94.00,759.00
898,0.00,-95.00,189.00
905,0.00,-94.00,-474.00
913,0.00,-100.00,569.00
920,0.00,-95.00,-664.00
927,0.00,-97.00,94.00
934,0.00,-104.00,94.00
942,0.00,-109.00,569.00
956,0.00,-101.00,-379.00
963,0.00,-102.00,569.00
970,0.00,-99.00,-94.00
978,0.00,-97.00,-569.00
985,0.00,-104.00,474.00
992,0.00,-100.00,-569.00
1000,0.00,-95.00,-189.00
1007,0.00,-94.00,-379.00
1014,0.00,-96.00,474.00
1022,0.00,-97.00,-189.00
1029,0.00,-96.00,94.00
1036,0.00,-98.00,-94.00
1044,0.00,-83.00,-1329.00
1051,0.00,-86.00,379.00
1058,0.00,-83.00,-94.00
1066,0.00,-77.00,-569.00
1073,0.00,-84.00,664.00
1080,0.00,-82.00,-379.00
1088,0.00,-77.00,-379.00
1095,0.00,-72.00,-379.00
1102,0.00,-64.00,-759.00
1110,0.00,-73.00,189.00
1117,0.00,-66.00,-284.00
1124,0.00,-65.00,-189.00
1132,0.00,-61.00,-379.00
1139,0.00,-55.00,-379.00
1171,0.00,-53.00,-379.00
1179,0.00,-52.00,-94.00
1186,0.00,-51.00,-664.00
1193,0.00,-53.00,0.00
1201,0.00,-48.00,-474.00
1208,0.00,-44.00,-189.00
1215,0.00,-41.00,-94.00
1223,0.00,-42.00,0.00
1230,0.00,-41.00,-189.00
1237,0.00,-42.00,189.00
1245,0.00,-28.00,-1234.00
1252,0.00,-29.00,189.00
1259,0.00,-28.00,-284.00
1267,0.00,-27.00,-189.00
1274,0.00,-23.00,-474.00
1281,0.00,-17.00,-189.00
1289,0.00,-12.00,-474.00
1296,0.00,-13.00,379.00
1303,0.00,-9.00,-284.00
1311,0.00,-6.00,-474.00
1318,0.00,-6.00,-94.00
1325,0.00,0.00,-664.00
1333,0.00,1.00,-189.00
1340,0.00,5.00,-189.00
1347,0.00,11.00,-664.00
1355,0.00,15.00,-759.00
1362,0.00,6.00,-474.00
1369,0.00,17.00,-759.00
1377,0.00,20.00,-94.00
1384,0.00,19.00,94.00
1391,0.00,25.00,94.00
1399,0.00,19.00,284.00
