,0.00,-311.00,-2563.00
679,0.00,92.00,569.00
687,0.00,86.00,379.00
694,0.00,69.00,1139.00
701,0.00,50.00,1519.00
709,0.00,42.00,379.00
716,0.00,28.00,1424.00
723,0.00,16.00,854.00
731,0.00,-2.00,1329.00
738,0.00,-12.00,664.00
745,0.00,-20.00,759.00
753,0.00,-35.00,1329.00
760,0.00,-53.00,1519.00
767,0.00,-59.00,189.00
775,0.00,-71.00,1139.00
782,0.00,-82.00,854.00
789,0.00,-88.00,1044.00
797,0.00,-105.00,1614.00
804,0.00,-116.00,854.00
811,0.00,-127.00,569.00
819,0.00,-136.00,854.00
826,0.00,-151.00,1614.00
833,0.00,-164.00,664.00
841,0.00,-184.00,1519.00
848,0.00,-185.00,-94.00
855,0.00,-196.00,759.00
863,0.00,-209.00,1139.00
870,0.00,-220.00,854.00
877,0.00,-233.00,1139.00
885,0.00,-236.00,379.00
892,0.00,-245.00,759.00
899,0.00,-254.00,854.00
907,0.00,-259.00,664.00
914,0.00,-263.00,1139.00
921,0.00,-264.00,-569.00
928,0.00,-276.00,1139.00
936,0.00,-288.00,759.00
943,0.00,-295.00,949.00
950,0.00,-297.00,-284.00
958,0.00,-295.00,-189.00
965,0.00,-296.00,0.00
972,0.00,-305.00,664.00
980,0.00,-312.00,569.00
987,0.00,-316.00,0.00
994,0.00,-311.00,-189.00
1002,0.00,-305.00,189.00
1009,0.00,-311.00,94.00
1016,0.00,-317.00,664.00
1024,0.00,-320.00,0.00
1031,0.00,-317.00,-189.00
1038,0.00,-327.00,759.00
1046,0.00,-314.00,-664.00
1053,0.00,-312.00,-379.00
1060,0.00,-306.00,-189.00
1068,0.00,-303.00,-284.00
1075,0.00,-301.00,-569.00
1082,0.00,-294.00,-759.00
1090,0.00,-288.00,-569.00
1097,0.00,-286.00,-189.00
1104,0.00,-288.00,379.00
1112,0.00,-277.00,-1044.00
1119,0.00,-274.00,-284.00
1126,0.00,-258.00,-1139.00
1134,0.00,-253.00,-379.00
1141,0.00,-252.00,-284.00
1173,0.00,-244.00,-474.00
1181,0.00,-229.00,-1139.00
1188,0.00,-228.00,0.00
1195,0.00,-221.00,-664.00
1203,0.00,-215.00,-569.00
1210,0.00,-202.00,-1044.00
1217,0.00,-190.00,-949.00
1225,0.00,-187.00,-379.00
1232,0.00,-176.00,-1139.00
1239,0.00,-162.00,-664.00
1247,0.00,-147.00,-1329.00
1254,0.00,-136.00,-284.00
1261,0.00,-131.00,-759.00
1269,0.00,-122.00,-759.00
1276,0.00,-107.00,-1234.00
1283,0.00,-92.00,-1139.00
1291,0.00,-84.00,-759.00
1298,0.00,-77.00,-379.00
1305,0.00,-65.00,-854.00
1313,0.00,-53.00,-1139.00
1320,0.00,-45.00,-759.00
1327,0.00,-33.00,-1139.00
1335,0.00,-19.00,-854.00
1342,0.00,-8.00,-1044.00
1349,0.00,-4.00,-379.00
1357,0.00,10.00,-1329.00
1364,0.00,24.00,-949.00
1371,0.00,39.00,-1234.00
1379,0.00,49.00,-664.00
1386,0.00,63.00,-1234.00
1393,0.00,75.00,-854.00
1400,0.00,80.00,-949.00
