,0.00,-99.00,-2278.00
524,0.00,83.00,1234.00
531,0.00,81.00,94.00
539,0.00,81.00,189.00
546,0.00,73.00,854.00
553,0.00,66.00,569.00
561,0.00,71.00,-474.00
568,0.00,53.00,949.00
575,0.00,46.00,664.00
589,0.00,34.00,569.00
597,0.00,30.00,189.00
604,0.00,31.00,379.00
611,0.00,29.00,94.00
619,0.00,19.00,1139.00
626,0.00,11.00,664.00
633,0.00,9.00,94.00
641,0.00,1.00,379.00
648,0.00,0.00,0.00
655,0.00,-7.00,1234.00
663,0.00,-16.00,664.00
670,0.00,-17.00,-379.00
677,0.00,-19.00,664.00
685,0.00,-22.00,189.00
692,0.00,-25.00,379.00
699,0.00,-32.00,664.00
707,0.00,-31.00,284.00
714,0.00,-37.00,94.00
721,0.00,-42.00,474.00
729,0.00,-54.00,949.00
736,0.00,-58.00,-94.00
743,0.00,-63.00,854.00
751,0.00,-63.00,-379.00
758,0.00,-67.00,379.00
765,0.00,-69.00,189.00
773,0.00,-71.00,0.00
780,0.00,-73.00,284.00
787,0.00,-74.00,-189.00
795,0.00,-77.00,284.00
802,0.00,-82.00,664.00
809,0.00,-90.00,664.00
817,0.00,-94.00,379.00
824,0.00,-93.00,-189.00
831,0.00,-98.00,854.00
839,0.00,-101.00,0.00
846,0.00,-103.00,284.00
853,0.00,-100.00,-189.00
861,0.00,-101.00,-189.00
868,0.00,-98.00,-284.00
875,0.00,-103.00,-94.00
883,0.00,-107.00,-189.00
890,0.00,-112.00,759.00
897,0.00,-107.00,-94.00
905,0.00,-106.00,-94.00
912,0.00,-109.00,0.00
919,0.00,-106.00,94.00
927,0.00,-112.00,379.00
934,0.00,-106.00,-569.00
941,0.00,-118.00,474.00
948,0.00,-113.00,-189.00
956,0.00,-109.00,-94.00
963,0.00,-107.00,94.00
970,0.00,-112.00,94.00
978,0.00,-111.00,189.00
985,0.00,-97.00,-854.00
992,0.00,-102.00,474.00
1000,0.00,-100.00,-189.00
1007,0.00,-95.00,-94.00
1014,0.00,-98.00,474.00
1022,0.00,-99.00,189.00
1029,0.00,-100.00,94.00
1036,0.00,-93.00,-854.00
1044,0.00,-84.00,-664.00
1051,0.00,-86.00,284.00
1058,0.00,-78.00,-569.00
1066,0.00,-77.00,189.00
1073,0.00,-76.00,-94.00
1080,0.00,-76.00,94.00
1088,0.00,-73.00,0.00
1095,0.00,-72.00,-379.00
1102,0.00,-65.00,-189.00
1110,0.00,-68.00,-189.00
1117,0.00,-65.00,-94.00
1124,0.00,-57.00,-1044.00
1132,0.00,-55.00,-94.00
1139,0.00,-48.00,-474.00
1171,0.00,-46.00,-474.00
1179,0.00,-41.00,-379.00
1186,0.00,-35.00,-474.00
1193,0.00,-39.00,284.00
1201,0.00,-34.00,-379.00
1208,0.00,-28.00,-474.00
1215,0.00,-28.00,-94.00
1223,0.00,-29.00,94.00
1230,0.00,-26.00,-664.00
1237,0.00,-20.00,-664.00
1245,0.00,-16.00,94.00
1252,0.00,-12.00,-94.00
1259,0.00,-15.00,474.00
1267,0.00,-7.00,-854.00
1274,0.00,-12.00,189.00
1281,0.00,0.00,-474.00
1289,0.00,0.00,284.00
1296,0.00,5.00,-854.00
1303,0.00,4.00,0.00
1311,0.00,8.00,-379.00
1318,0.00,9.00,-94.00
1325,0.00,11.00,-189.00
1333,0.00,22.00,-379.00
1340,0.00,29.00,0.00
1347,0.00,22.00,474.00
1355,0.00,24.00,0.00
1362,0.00,22.00,379.00
1369,0.00,27.00,-379.00
1377,0.00,30.00,0.00
1384,0.00,38.00,-1139.00
1391,0.00,44.00,-474.00
1399,0.00,40.00,284.00
